#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EPHA2	EGFR	9606.ENSP00000351209	9606.ENSP00000275493	0	0	0	0.620	0.231	0.255	0	0.910	0.608
EPHA2	EPHA1	9606.ENSP00000351209	9606.ENSP00000275815	0	0	0	0.937	0.062	0.800	0.900	0.926	0.980
EPHA2	EPHA4	9606.ENSP00000351209	9606.ENSP00000281821	0	0	0	0.944	0	0.173	0.900	0.746	0.917
EPHA2	MET	9606.ENSP00000351209	9606.ENSP00000317272	0	0	0	0.605	0.217	0.224	0	0.479	0.481
EPHA2	EPHB3	9606.ENSP00000351209	9606.ENSP00000332118	0	0	0	0.930	0.065	0.058	0.600	0.690	0.635
EPHA2	EPHA3	9606.ENSP00000351209	9606.ENSP00000337451	0	0	0	0.943	0	0.058	0.900	0.716	0.905
EPHA2	LCK	9606.ENSP00000351209	9606.ENSP00000337825	0	0	0	0.764	0.062	0	0.900	0.391	0.910
EPHA2	PTK2	9606.ENSP00000351209	9606.ENSP00000341189	0	0	0	0.619	0.098	0.298	0.900	0.898	0.954
EPHA2	MAP2K3	9606.ENSP00000351209	9606.ENSP00000345083	0	0	0	0.575	0	0.483	0	0.099	0.496
EPHA2	FYN	9606.ENSP00000351209	9606.ENSP00000346671	0	0	0	0.753	0.062	0	0.900	0.450	0.912
EPHA2	EPHB4	9606.ENSP00000351209	9606.ENSP00000350896	0	0	0	0.919	0.126	0.058	0.600	0.749	0.663
EPHA2	AKT1	9606.ENSP00000351209	9606.ENSP00000451828	0	0	0	0.560	0	0.189	0	0.680	0.426
EPHA2	DDR1	9606.ENSP00000351209	9606.ENSP00000427552	0	0	0	0.599	0.096	0.337	0	0.460	0.485
EPHA2	GALK1	9606.ENSP00000351209	9606.ENSP00000465930	0	0	0	0	0	0	0	0.536	0.536
EPHA2	EPHA7	9606.ENSP00000351209	9606.ENSP00000358309	0	0	0	0.946	0	0.395	0.300	0.693	0.575
EPHA2	EPHB1	9606.ENSP00000351209	9606.ENSP00000381097	0	0	0	0.932	0	0.058	0.600	0.684	0.625
EPHA2	EPHB2	9606.ENSP00000351209	9606.ENSP00000363763	0	0	0	0.936	0.076	0.058	0.600	0.690	0.637
EPHA2	ABL1	9606.ENSP00000351209	9606.ENSP00000361423	0	0	0	0.621	0.070	0	0.800	0.407	0.834
EPHA2	FGR	9606.ENSP00000351209	9606.ENSP00000363117	0	0	0	0.734	0.062	0	0.900	0.206	0.906
EPHA2	LYN	9606.ENSP00000351209	9606.ENSP00000428924	0	0	0	0.773	0.062	0	0.900	0.394	0.910
EPHA2	HCK	9606.ENSP00000351209	9606.ENSP00000444986	0	0	0	0.770	0.062	0.105	0.900	0.224	0.912
EPHA2	YES1	9606.ENSP00000351209	9606.ENSP00000462468	0	0	0	0.750	0.115	0	0.900	0.340	0.914
EPHA2	SRC	9606.ENSP00000351209	9606.ENSP00000362680	0	0	0	0.757	0.096	0	0.900	0.950	0.927
EPHA3	EPHA8	9606.ENSP00000337451	9606.ENSP00000166244	0	0	0	0.961	0.053	0.211	0.300	0.683	0.446
EPHA3	BLK	9606.ENSP00000337451	9606.ENSP00000259089	0	0	0	0.758	0.062	0	0.900	0.066	0.902
EPHA3	EPHA1	9606.ENSP00000337451	9606.ENSP00000275815	0	0	0	0.914	0	0	0.900	0.779	0.906
EPHA3	EPHA4	9606.ENSP00000337451	9606.ENSP00000281821	0	0	0	0.968	0.062	0	0.900	0.779	0.904
EPHA3	EPHB3	9606.ENSP00000337451	9606.ENSP00000332118	0	0	0	0.955	0	0	0.600	0.704	0.612
EPHA3	PDIK1L	9606.ENSP00000337451	9606.ENSP00000363389	0	0	0	0	0	0.070	0	0.399	0.418
EPHA3	PIM1	9606.ENSP00000337451	9606.ENSP00000362608	0	0	0	0.583	0.062	0.290	0	0.437	0.426
EPHA3	EPHB2	9606.ENSP00000337451	9606.ENSP00000363763	0	0	0	0.958	0	0	0.600	0.646	0.610
EPHA3	EPHB1	9606.ENSP00000337451	9606.ENSP00000381097	0	0	0	0.957	0	0	0.600	0.670	0.611
EPHA3	EPHB4	9606.ENSP00000337451	9606.ENSP00000350896	0	0	0	0.937	0	0.199	0.600	0.629	0.678
EPHA3	ABL1	9606.ENSP00000337451	9606.ENSP00000361423	0	0	0	0.618	0	0.282	0.800	0.288	0.865
EPHA3	CDK5	9606.ENSP00000337451	9606.ENSP00000419782	0	0	0	0.616	0	0.056	0.900	0.110	0.904
EPHA3	EPHA5	9606.ENSP00000337451	9606.ENSP00000480763	0	0	0	0.973	0.076	0	0.900	0.719	0.905
EPHA3	EPHA2	9606.ENSP00000337451	9606.ENSP00000351209	0	0	0	0.943	0	0.058	0.900	0.716	0.905
EPHA3	FGR	9606.ENSP00000337451	9606.ENSP00000363117	0	0	0	0.737	0.062	0	0.900	0.165	0.905
EPHA3	EPHA6	9606.ENSP00000337451	9606.ENSP00000374323	0	0	0	0.968	0.079	0	0.900	0.702	0.906
EPHA3	HCK	9606.ENSP00000337451	9606.ENSP00000444986	0	0	0	0.768	0.062	0	0.900	0.210	0.906
EPHA3	LCK	9606.ENSP00000337451	9606.ENSP00000337825	0	0	0	0.767	0.062	0	0.900	0.223	0.906
EPHA3	LYN	9606.ENSP00000337451	9606.ENSP00000428924	0	0	0	0.769	0.062	0	0.900	0.276	0.907
EPHA3	YES1	9606.ENSP00000337451	9606.ENSP00000462468	0	0	0	0.756	0.073	0.070	0.900	0.152	0.908
EPHA3	FYN	9606.ENSP00000337451	9606.ENSP00000346671	0	0	0	0.757	0.073	0.292	0.900	0.303	0.933
EPHA3	SRC	9606.ENSP00000337451	9606.ENSP00000362680	0	0	0	0.759	0.073	0.292	0.900	0.598	0.938
EPHA3	EPHA7	9606.ENSP00000337451	9606.ENSP00000358309	0	0	0	0.968	0.088	0.668	0.900	0.760	0.967
EPHA4	EPHA8	9606.ENSP00000281821	9606.ENSP00000166244	0	0	0	0.961	0.063	0.211	0.300	0.721	0.452
EPHA4	KALRN	9606.ENSP00000281821	9606.ENSP00000240874	0	0	0	0	0.088	0.101	0	0.411	0.475
EPHA4	BLK	9606.ENSP00000281821	9606.ENSP00000259089	0	0	0	0.752	0.062	0	0.900	0.053	0.902
EPHA4	EPHA1	9606.ENSP00000281821	9606.ENSP00000275815	0	0	0	0.919	0	0	0.900	0.873	0.907
EPHA4	JAK2	9606.ENSP00000281821	9606.ENSP00000371067	0	0	0	0.580	0.062	0	0	0.876	0.405
EPHA4	FGFR2	9606.ENSP00000281821	9606.ENSP00000410294	0	0	0	0.621	0.069	0.331	0	0.394	0.441
EPHA4	FGFR3	9606.ENSP00000281821	9606.ENSP00000339824	0	0	0	0.621	0.062	0.331	0	0.506	0.466
EPHA4	FGFR4	9606.ENSP00000281821	9606.ENSP00000292408	0	0	0	0.619	0.049	0.331	0	0.707	0.512
EPHA4	EPHB3	9606.ENSP00000281821	9606.ENSP00000332118	0	0	0	0.958	0.062	0	0.600	0.793	0.621
EPHA4	EPHB1	9606.ENSP00000281821	9606.ENSP00000381097	0	0	0	0.961	0.089	0	0.600	0.809	0.632
EPHA4	EPHB2	9606.ENSP00000281821	9606.ENSP00000363763	0	0	0	0.961	0	0.173	0.600	0.792	0.665
EPHA4	EPHB4	9606.ENSP00000281821	9606.ENSP00000350896	0	0	0	0.943	0	0.199	0.600	0.747	0.679
EPHA4	FGFR1	9606.ENSP00000281821	9606.ENSP00000393312	0	0	0	0.607	0	0.529	0	0.980	0.710
EPHA4	ABL1	9606.ENSP00000281821	9606.ENSP00000361423	0	0	0	0.616	0.062	0.113	0.800	0.258	0.834
EPHA4	FGR	9606.ENSP00000281821	9606.ENSP00000363117	0	0	0	0.729	0.062	0	0.900	0.134	0.904
EPHA4	EPHA3	9606.ENSP00000281821	9606.ENSP00000337451	0	0	0	0.968	0.062	0	0.900	0.779	0.904
EPHA4	HCK	9606.ENSP00000281821	9606.ENSP00000444986	0	0	0	0.773	0.062	0	0.900	0.123	0.904
EPHA4	LCK	9606.ENSP00000281821	9606.ENSP00000337825	0	0	0	0.767	0.062	0	0.900	0.180	0.905
EPHA4	EPHA5	9606.ENSP00000281821	9606.ENSP00000480763	0	0	0	0.969	0.096	0	0.900	0.769	0.907
EPHA4	EPHA6	9606.ENSP00000281821	9606.ENSP00000374323	0	0	0	0.964	0.087	0	0.900	0.675	0.907
EPHA4	YES1	9606.ENSP00000281821	9606.ENSP00000462468	0	0	0	0.757	0.073	0.078	0.900	0.115	0.908
EPHA4	LYN	9606.ENSP00000281821	9606.ENSP00000428924	0	0	0	0.766	0.062	0	0.900	0.657	0.916
EPHA4	EPHA2	9606.ENSP00000281821	9606.ENSP00000351209	0	0	0	0.944	0	0.173	0.900	0.746	0.917
EPHA4	EPHA7	9606.ENSP00000281821	9606.ENSP00000358309	0	0	0	0.969	0.108	0.131	0.900	0.790	0.917
EPHA4	CDK5	9606.ENSP00000281821	9606.ENSP00000419782	0	0	0	0.613	0	0.056	0.900	0.708	0.928
EPHA4	SRC	9606.ENSP00000281821	9606.ENSP00000362680	0	0	0	0.763	0.073	0.315	0.900	0.556	0.939
EPHA4	FYN	9606.ENSP00000281821	9606.ENSP00000346671	0	0	0	0.764	0.073	0.508	0.900	0.535	0.956
EPHA5	EPHA8	9606.ENSP00000480763	9606.ENSP00000166244	0	0	0	0.963	0.065	0.211	0.300	0.667	0.452
EPHA5	BLK	9606.ENSP00000480763	9606.ENSP00000259089	0	0	0	0.761	0.062	0	0.900	0.048	0.902
EPHA5	EPHA4	9606.ENSP00000480763	9606.ENSP00000281821	0	0	0	0.969	0.096	0	0.900	0.769	0.907
EPHA5	EPHB3	9606.ENSP00000480763	9606.ENSP00000332118	0	0	0	0.953	0	0	0.600	0.627	0.611
EPHA5	EPHA3	9606.ENSP00000480763	9606.ENSP00000337451	0	0	0	0.973	0.076	0	0.900	0.719	0.905
EPHA5	LCK	9606.ENSP00000480763	9606.ENSP00000337825	0	0	0	0.769	0.062	0	0.900	0.117	0.903
EPHA5	FYN	9606.ENSP00000480763	9606.ENSP00000346671	0	0	0	0.756	0.073	0.094	0.900	0.143	0.911
EPHA5	EPHB4	9606.ENSP00000480763	9606.ENSP00000350896	0	0	0	0.936	0	0.199	0.600	0.513	0.676
EPHA5	EPHA7	9606.ENSP00000480763	9606.ENSP00000358309	0	0	0	0.968	0.110	0	0.900	0.905	0.909
EPHA5	ABL1	9606.ENSP00000480763	9606.ENSP00000361423	0	0	0	0.611	0	0.057	0.800	0.187	0.815
EPHA5	SRC	9606.ENSP00000480763	9606.ENSP00000362680	0	0	0	0.759	0.073	0.070	0.900	0.235	0.910
EPHA5	FGR	9606.ENSP00000480763	9606.ENSP00000363117	0	0	0	0.743	0.062	0	0.900	0.073	0.903
EPHA5	EPHB2	9606.ENSP00000480763	9606.ENSP00000363763	0	0	0	0.960	0	0	0.600	0.591	0.609
EPHA5	EPHA6	9606.ENSP00000480763	9606.ENSP00000374323	0	0	0	0.962	0.153	0	0.900	0.793	0.914
EPHA5	EPHB1	9606.ENSP00000480763	9606.ENSP00000381097	0	0	0	0.958	0.089	0	0.600	0.642	0.630
EPHA5	CDK5	9606.ENSP00000480763	9606.ENSP00000419782	0	0	0	0.617	0	0.056	0.900	0.121	0.904
EPHA5	LYN	9606.ENSP00000480763	9606.ENSP00000428924	0	0	0	0.775	0.062	0	0.900	0.130	0.904
EPHA5	HCK	9606.ENSP00000480763	9606.ENSP00000444986	0	0	0	0.771	0.062	0	0.900	0.095	0.903
EPHA5	YES1	9606.ENSP00000480763	9606.ENSP00000462468	0	0	0	0.756	0.073	0.070	0.900	0.141	0.908
EPHA6	BLK	9606.ENSP00000374323	9606.ENSP00000259089	0	0	0	0.729	0.062	0	0.900	0.048	0.902
EPHA6	EPHA4	9606.ENSP00000374323	9606.ENSP00000281821	0	0	0	0.964	0.087	0	0.900	0.675	0.907
EPHA6	EPHB3	9606.ENSP00000374323	9606.ENSP00000332118	0	0	0	0.948	0.055	0	0.600	0.569	0.617
EPHA6	EPHA3	9606.ENSP00000374323	9606.ENSP00000337451	0	0	0	0.968	0.079	0	0.900	0.702	0.906
EPHA6	LCK	9606.ENSP00000374323	9606.ENSP00000337825	0	0	0	0.738	0.062	0	0.900	0.069	0.902
EPHA6	FYN	9606.ENSP00000374323	9606.ENSP00000346671	0	0	0	0.737	0.062	0	0.900	0.091	0.903
EPHA6	EPHB4	9606.ENSP00000374323	9606.ENSP00000350896	0	0	0	0.933	0.053	0	0.600	0.514	0.618
EPHA6	EPHA7	9606.ENSP00000374323	9606.ENSP00000358309	0	0	0	0.963	0.168	0	0.900	0.730	0.915
EPHA6	ABL1	9606.ENSP00000374323	9606.ENSP00000361423	0	0	0	0.585	0	0	0.800	0.059	0.801
EPHA6	SRC	9606.ENSP00000374323	9606.ENSP00000362680	0	0	0	0.742	0.062	0	0.900	0.155	0.905
EPHA6	FGR	9606.ENSP00000374323	9606.ENSP00000363117	0	0	0	0.718	0.062	0	0.900	0.070	0.903
EPHA6	EPHB2	9606.ENSP00000374323	9606.ENSP00000363763	0	0	0	0.954	0.055	0	0.600	0.529	0.615
EPHA6	EPHB1	9606.ENSP00000374323	9606.ENSP00000381097	0	0	0	0.953	0.065	0	0.600	0.630	0.621
EPHA6	CDK5	9606.ENSP00000374323	9606.ENSP00000419782	0	0	0	0.589	0	0.056	0.900	0.055	0.902
EPHA6	HCK	9606.ENSP00000374323	9606.ENSP00000444986	0	0	0	0.736	0.062	0	0.900	0.090	0.903
EPHA6	LYN	9606.ENSP00000374323	9606.ENSP00000428924	0	0	0	0.738	0.062	0	0.900	0.093	0.903
EPHA6	YES1	9606.ENSP00000374323	9606.ENSP00000462468	0	0	0	0.742	0.062	0	0.900	0.108	0.903
EPHA6	EPHA5	9606.ENSP00000374323	9606.ENSP00000480763	0	0	0	0.962	0.153	0	0.900	0.793	0.914
EPHA7	EPHA8	9606.ENSP00000358309	9606.ENSP00000166244	0	0	0	0.961	0.096	0.281	0.300	0.702	0.518
EPHA7	BLK	9606.ENSP00000358309	9606.ENSP00000259089	0	0	0	0.753	0.062	0	0.900	0	0.902
EPHA7	EPHA4	9606.ENSP00000358309	9606.ENSP00000281821	0	0	0	0.969	0.108	0.131	0.900	0.790	0.917
EPHA7	EPHB3	9606.ENSP00000358309	9606.ENSP00000332118	0	0	0	0.952	0	0	0.600	0.687	0.612
EPHA7	EPHA3	9606.ENSP00000358309	9606.ENSP00000337451	0	0	0	0.968	0.088	0.668	0.900	0.760	0.967
EPHA7	LCK	9606.ENSP00000358309	9606.ENSP00000337825	0	0	0	0.757	0.062	0	0.900	0.138	0.904
EPHA7	FYN	9606.ENSP00000358309	9606.ENSP00000346671	0	0	0	0.754	0.073	0.070	0.900	0.240	0.911
EPHA7	EPHB4	9606.ENSP00000358309	9606.ENSP00000350896	0	0	0	0.939	0.049	0.262	0.600	0.593	0.705
EPHA7	EPHA2	9606.ENSP00000358309	9606.ENSP00000351209	0	0	0	0.946	0	0.395	0.300	0.693	0.575
EPHA7	EPHB2	9606.ENSP00000358309	9606.ENSP00000363763	0	0	0	0.960	0.062	0	0.600	0.665	0.618
EPHA7	EPHB1	9606.ENSP00000358309	9606.ENSP00000381097	0	0	0	0.959	0.078	0	0.600	0.722	0.626
EPHA7	ABL1	9606.ENSP00000358309	9606.ENSP00000361423	0	0	0	0.608	0.062	0.057	0.800	0.181	0.818
EPHA7	HCK	9606.ENSP00000358309	9606.ENSP00000444986	0	0	0	0.767	0.062	0	0.900	0.067	0.902
EPHA7	LYN	9606.ENSP00000358309	9606.ENSP00000428924	0	0	0	0.761	0.062	0	0.900	0.095	0.903
EPHA7	FGR	9606.ENSP00000358309	9606.ENSP00000363117	0	0	0	0.733	0.062	0	0.900	0.082	0.903
EPHA7	CDK5	9606.ENSP00000358309	9606.ENSP00000419782	0	0	0	0.617	0	0.056	0.900	0.162	0.906
EPHA7	YES1	9606.ENSP00000358309	9606.ENSP00000462468	0	0	0	0.752	0.073	0.070	0.900	0.123	0.908
EPHA7	EPHA5	9606.ENSP00000358309	9606.ENSP00000480763	0	0	0	0.968	0.110	0	0.900	0.905	0.909
EPHA7	SRC	9606.ENSP00000358309	9606.ENSP00000362680	0	0	0	0.756	0.073	0.070	0.900	0.264	0.911
EPHA7	EPHA6	9606.ENSP00000358309	9606.ENSP00000374323	0	0	0	0.963	0.168	0	0.900	0.730	0.915
EPHA8	ERBB4	9606.ENSP00000166244	9606.ENSP00000342235	0	0	0	0.601	0.069	0.314	0	0.283	0.401
EPHA8	TEC	9606.ENSP00000166244	9606.ENSP00000370912	0	0	0	0.693	0.062	0.389	0	0	0.402
EPHA8	FES	9606.ENSP00000166244	9606.ENSP00000331504	0	0	0	0.647	0	0.394	0	0.081	0.402
EPHA8	MATK	9606.ENSP00000166244	9606.ENSP00000378485	0	0	0	0.732	0.062	0.394	0	0.054	0.409
EPHA8	TXK	9606.ENSP00000166244	9606.ENSP00000264316	0	0	0	0.744	0.062	0.388	0	0.102	0.411
EPHA8	BMX	9606.ENSP00000166244	9606.ENSP00000350224	0	0	0	0.673	0.062	0.392	0	0.190	0.435
EPHA8	FGFR2	9606.ENSP00000166244	9606.ENSP00000410294	0	0	0	0.620	0.069	0.391	0	0.198	0.445
EPHA8	EPHA3	9606.ENSP00000166244	9606.ENSP00000337451	0	0	0	0.961	0.053	0.211	0.300	0.683	0.446
EPHA8	EPHA5	9606.ENSP00000166244	9606.ENSP00000480763	0	0	0	0.963	0.065	0.211	0.300	0.667	0.452
EPHA8	EPHA4	9606.ENSP00000166244	9606.ENSP00000281821	0	0	0	0.961	0.063	0.211	0.300	0.721	0.452
EPHA8	ERBB3	9606.ENSP00000166244	9606.ENSP00000267101	0	0	0	0.578	0	0.395	0	0.264	0.454
EPHA8	ALK	9606.ENSP00000166244	9606.ENSP00000373700	0	0	0	0.584	0.064	0.392	0	0.280	0.468
EPHA8	EPHA7	9606.ENSP00000166244	9606.ENSP00000358309	0	0	0	0.961	0.096	0.281	0.300	0.702	0.518
EPHA8	EPHB2	9606.ENSP00000166244	9606.ENSP00000363763	0	0	0	0.949	0.062	0.211	0.600	0.561	0.687
EPHA8	EPHB1	9606.ENSP00000166244	9606.ENSP00000381097	0	0	0	0.950	0.063	0.211	0.600	0.682	0.689
EPHA8	EPHB4	9606.ENSP00000166244	9606.ENSP00000350896	0	0	0	0.925	0.051	0.398	0.600	0.670	0.763
EPHA8	EPHB3	9606.ENSP00000166244	9606.ENSP00000332118	0	0	0	0.943	0.062	0.402	0.600	0.664	0.765
EPHA8	ABL1	9606.ENSP00000166244	9606.ENSP00000361423	0	0	0	0.605	0	0	0.800	0.202	0.813
EPHA8	PIK3CG	9606.ENSP00000166244	9606.ENSP00000352121	0	0	0	0	0.062	0.317	0.900	0.612	0.971
EPHB1	EPHA8	9606.ENSP00000381097	9606.ENSP00000166244	0	0	0	0.950	0.063	0.211	0.600	0.682	0.689
EPHB1	KALRN	9606.ENSP00000381097	9606.ENSP00000240874	0	0	0	0	0.087	0.101	0	0.439	0.499
EPHB1	BLK	9606.ENSP00000381097	9606.ENSP00000259089	0	0	0	0.751	0.062	0	0.900	0.089	0.903
EPHB1	PIK3CA	9606.ENSP00000381097	9606.ENSP00000263967	0	0	0	0	0.062	0.104	0.900	0.129	0.917
EPHB1	EPHA1	9606.ENSP00000381097	9606.ENSP00000275815	0	0	0	0.907	0	0	0.600	0.816	0.630
EPHB1	PAK1	9606.ENSP00000381097	9606.ENSP00000278568	0	0	0	0.561	0.062	0.076	0.600	0.130	0.638
EPHB1	EPHA4	9606.ENSP00000381097	9606.ENSP00000281821	0	0	0	0.961	0.089	0	0.600	0.809	0.632
EPHB1	MAP2K1	9606.ENSP00000381097	9606.ENSP00000302486	0	0	0	0.594	0.052	0.178	0.900	0.106	0.917
EPHB1	PAK2	9606.ENSP00000381097	9606.ENSP00000314067	0	0	0	0.563	0.054	0.076	0.600	0.107	0.631
EPHB1	EPHA3	9606.ENSP00000381097	9606.ENSP00000337451	0	0	0	0.957	0	0	0.600	0.670	0.611
EPHB1	LCK	9606.ENSP00000381097	9606.ENSP00000337825	0	0	0	0.765	0.062	0	0.900	0.213	0.906
EPHB1	PTK2	9606.ENSP00000381097	9606.ENSP00000341189	0	0	0	0.627	0.065	0.078	0.900	0.279	0.914
EPHB1	MAP4K4	9606.ENSP00000381097	9606.ENSP00000343658	0	0	0	0.546	0	0.078	0.900	0.136	0.908
EPHB1	FYN	9606.ENSP00000381097	9606.ENSP00000346671	0	0	0	0.757	0.094	0.070	0.900	0.313	0.914
EPHB1	EPHB4	9606.ENSP00000381097	9606.ENSP00000350896	0	0	0	0.955	0	0.199	0.300	0.902	0.438
EPHB1	EPHA2	9606.ENSP00000381097	9606.ENSP00000351209	0	0	0	0.932	0	0.058	0.600	0.684	0.625
EPHB1	PAK3	9606.ENSP00000381097	9606.ENSP00000353864	0	0	0	0.558	0.096	0.076	0.600	0.107	0.647
EPHB1	EPHA7	9606.ENSP00000381097	9606.ENSP00000358309	0	0	0	0.959	0.078	0	0.600	0.722	0.626
EPHB1	MAP3K7	9606.ENSP00000381097	9606.ENSP00000358335	0	0	0	0.603	0.049	0	0.900	0.063	0.901
EPHB1	ABL1	9606.ENSP00000381097	9606.ENSP00000361423	0	0	0	0.628	0	0.057	0.800	0.188	0.814
EPHB1	EPHA10	9606.ENSP00000381097	9606.ENSP00000362139	0	0	0	0.922	0.064	0	0.600	0.729	0.631
EPHB1	SRC	9606.ENSP00000381097	9606.ENSP00000362680	0	0	0	0.757	0.073	0.070	0.900	0.442	0.915
EPHB1	FGR	9606.ENSP00000381097	9606.ENSP00000363117	0	0	0	0.736	0.062	0	0.900	0.144	0.904
EPHB1	EPHB2	9606.ENSP00000381097	9606.ENSP00000363763	0	0	0	0.978	0.062	0	0.900	0.716	0.903
EPHB1	EPHA6	9606.ENSP00000381097	9606.ENSP00000374323	0	0	0	0.953	0.065	0	0.600	0.630	0.621
EPHB1	EPHA5	9606.ENSP00000381097	9606.ENSP00000480763	0	0	0	0.958	0.089	0	0.600	0.642	0.630
EPHB1	HCK	9606.ENSP00000381097	9606.ENSP00000444986	0	0	0	0.768	0.062	0	0.900	0.181	0.905
EPHB1	LYN	9606.ENSP00000381097	9606.ENSP00000428924	0	0	0	0.763	0.062	0	0.900	0.213	0.906
EPHB1	YES1	9606.ENSP00000381097	9606.ENSP00000462468	0	0	0	0.759	0.073	0.070	0.900	0.165	0.909
EPHB2	EPHA8	9606.ENSP00000363763	9606.ENSP00000166244	0	0	0	0.949	0.062	0.211	0.600	0.561	0.687
EPHB2	KALRN	9606.ENSP00000363763	9606.ENSP00000240874	0	0	0	0	0	0.262	0.900	0.532	0.962
EPHB2	BLK	9606.ENSP00000363763	9606.ENSP00000259089	0	0	0	0.752	0.062	0	0.900	0.056	0.902
EPHB2	PIK3CA	9606.ENSP00000363763	9606.ENSP00000263967	0	0	0	0	0.062	0.104	0.900	0.155	0.919
EPHB2	EPHA1	9606.ENSP00000363763	9606.ENSP00000275815	0	0	0	0.905	0	0	0.600	0.812	0.630
EPHB2	PAK1	9606.ENSP00000363763	9606.ENSP00000278568	0	0	0	0.557	0	0.076	0.900	0.134	0.907
EPHB2	EPHA4	9606.ENSP00000363763	9606.ENSP00000281821	0	0	0	0.961	0	0.173	0.600	0.792	0.665
EPHB2	PLK1	9606.ENSP00000363763	9606.ENSP00000300093	0	0	0	0.559	0.917	0.059	0	0.134	0.922
EPHB2	AURKB	9606.ENSP00000363763	9606.ENSP00000313950	0	0	0	0.598	0.481	0.075	0	0.067	0.505
EPHB2	PAK2	9606.ENSP00000363763	9606.ENSP00000314067	0	0	0	0.561	0	0.076	0.600	0.154	0.634
EPHB2	BMP2K	9606.ENSP00000363763	9606.ENSP00000334836	0	0	0	0	0.063	0	0	0.567	0.577
EPHB2	EPHA3	9606.ENSP00000363763	9606.ENSP00000337451	0	0	0	0.958	0	0	0.600	0.646	0.610
EPHB2	LCK	9606.ENSP00000363763	9606.ENSP00000337825	0	0	0	0.769	0.062	0	0.900	0.195	0.905
EPHB2	PTK2	9606.ENSP00000363763	9606.ENSP00000341189	0	0	0	0.623	0.065	0.302	0.900	0.704	0.947
EPHB2	MAP4K4	9606.ENSP00000363763	9606.ENSP00000343658	0	0	0	0.544	0	0.078	0.900	0.091	0.906
EPHB2	FYN	9606.ENSP00000363763	9606.ENSP00000346671	0	0	0	0.758	0.073	0.070	0.900	0.386	0.914
EPHB2	EPHB4	9606.ENSP00000363763	9606.ENSP00000350896	0	0	0	0.956	0	0.199	0.300	0.561	0.429
EPHB2	EPHA2	9606.ENSP00000363763	9606.ENSP00000351209	0	0	0	0.936	0.076	0.058	0.600	0.690	0.637
EPHB2	PAK3	9606.ENSP00000363763	9606.ENSP00000353864	0	0	0	0.555	0.062	0.076	0.600	0.169	0.645
EPHB2	EPHA7	9606.ENSP00000363763	9606.ENSP00000358309	0	0	0	0.960	0.062	0	0.600	0.665	0.618
EPHB2	MAP3K7	9606.ENSP00000363763	9606.ENSP00000358335	0	0	0	0.601	0.049	0	0.900	0.063	0.901
EPHB2	TTK	9606.ENSP00000363763	9606.ENSP00000358813	0	0	0	0.542	0.651	0	0	0.186	0.675
EPHB2	ABL1	9606.ENSP00000363763	9606.ENSP00000361423	0	0	0	0.623	0.062	0.282	0.800	0.247	0.865
EPHB2	EPHA10	9606.ENSP00000363763	9606.ENSP00000362139	0	0	0	0.920	0.062	0	0.600	0.487	0.623
EPHB2	SRC	9606.ENSP00000363763	9606.ENSP00000362680	0	0	0	0.761	0.095	0.683	0.900	0.699	0.974
EPHB2	FGR	9606.ENSP00000363763	9606.ENSP00000363117	0	0	0	0.738	0.062	0	0.900	0.090	0.903
EPHB2	RYK	9606.ENSP00000363763	9606.ENSP00000478721	0	0	0	0.636	0	0.345	0	0.536	0.468
EPHB2	EPHA5	9606.ENSP00000363763	9606.ENSP00000480763	0	0	0	0.960	0	0	0.600	0.591	0.609
EPHB2	EPHA6	9606.ENSP00000363763	9606.ENSP00000374323	0	0	0	0.954	0.055	0	0.600	0.529	0.615
EPHB2	CDK1	9606.ENSP00000363763	9606.ENSP00000378699	0	0	0	0.616	0.817	0.061	0	0.112	0.825
EPHB2	EPHB1	9606.ENSP00000363763	9606.ENSP00000381097	0	0	0	0.978	0.062	0	0.900	0.716	0.903
EPHB2	HCK	9606.ENSP00000363763	9606.ENSP00000444986	0	0	0	0.770	0.062	0	0.900	0.134	0.904
EPHB2	LYN	9606.ENSP00000363763	9606.ENSP00000428924	0	0	0	0.769	0.062	0	0.900	0.194	0.905
EPHB2	YES1	9606.ENSP00000363763	9606.ENSP00000462468	0	0	0	0.762	0.073	0.292	0.900	0.163	0.930
EPHB3	EPHA8	9606.ENSP00000332118	9606.ENSP00000166244	0	0	0	0.943	0.062	0.402	0.600	0.664	0.765
EPHB3	EPHA1	9606.ENSP00000332118	9606.ENSP00000275815	0	0	0	0.906	0	0	0.600	0.775	0.628
EPHB3	PAK1	9606.ENSP00000332118	9606.ENSP00000278568	0	0	0	0.557	0	0.076	0.600	0.107	0.626
EPHB3	EPHA4	9606.ENSP00000332118	9606.ENSP00000281821	0	0	0	0.958	0.062	0	0.600	0.793	0.621
EPHB3	MST1R	9606.ENSP00000332118	9606.ENSP00000296474	0	0	0	0.585	0.128	0.395	0	0.182	0.484
EPHB3	PAK2	9606.ENSP00000332118	9606.ENSP00000314067	0	0	0	0.559	0	0.076	0.600	0.107	0.626
EPHB3	ALK	9606.ENSP00000332118	9606.ENSP00000373700	0	0	0	0.590	0	0.395	0	0.232	0.444
